Title,Artist,Album,Track,Genre,Year,Length,Filename,zero_crossing_rate_mean,rms_mean,chroma_stft_mean,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,Tempo
Don't You Worry 'Bout A Thing,Incognito ,The Ultimate Collection Soul 100 Hits CD04,7,Soul,2008,247.0,Incognito  - 07 - Don't You Worry 'Bout A Thing.mp3,0.07043069656419311,0.22801456,0.46726993,1922.7792723454256,2190.903264782171,4291.336550874976,109.95678191489361
"Mahler: Symphony #1 In D Minor, ""Titan"" - 1. Langsam Schleppend",Israel Philharmonic Orchestra,Mahler: Symphony #1,1/5,Classical,1986,952.0,"Israel Philharmonic Orchestra - 01 - Mahler Symphony #1 In D Minor, Titan - 1. Langsam Schleppend.mp3",0.03715652135134481,0.0048431777,0.24996944,639.7427158101814,1078.5572449818758,1072.6351805884772,101.33272058823529
Mahler: Blumine,Israel Philharmonic Orchestra,Mahler: Symphony #1,2/5,Classical,1986,441.0,Israel Philharmonic Orchestra - 02 - Mahler Blumine.mp3,0.04349841421971749,0.01870837,0.2680648,736.86699360139,942.4878441091779,1253.069506193462,114.84375
"Chausson - Concerto pour violon, piano - I.Decide",Itzhak Perlman,"Chausson - Concert for Violin, Piano & String Quartet, OP21 (Perlman)",1/4,Classical,1983,906.0,"Itzhak Perlman - 01 - Chausson - Concerto pour violon, piano - I.Decide.mp3",0.029231682650445047,0.030700011,0.34749514,625.1944114989833,994.0806756425678,1072.7435132667376,156.60511363636363
"Vivaldi, Concerto for Three Violins, F. 1, No. 34 - 1.Allegro",Itzhak Perlman,"Vivaldi, Concerto for Three Violins, F. 1, RV.551 (Perlman,Zukerman,Stern)",01/9,Classical,1980,286.0,"Itzhak Perlman - 01 - Vivaldi, Concerto for Three Violins, F. 1, No. 34 - 1.Allegro.mp3",0.07767980238970588,0.052413475,0.26963112,1411.1012384830772,1520.5038134701617,2588.467681223394,109.95678191489361
I'm Takin' My Time With You,Jack Teagarden,"1939-1940 {Chronological Classics, 758}",1/23,Swing,1939,181.0,Jack Teagarden - 01 - I'm Takin' My Time With You.mp3,0.04633928895365712,0.12398402,0.34724465,694.7619580988475,704.8721533316752,1358.2563701428865,117.45383522727273
I Wanna Hat With Cherries,Jack Teagarden,"1939-1940 {Chronological Classics, 758}",2/23,Swing,1939,175.0,Jack Teagarden - 02 - I Wanna Hat With Cherries.mp3,0.040753249413457815,0.09953136,0.3718247,663.0252559758848,718.6792883290382,1315.006631668138,191.40625
Say You Won't Let Go,James Arthur,100 Greatest Modern Pop Songs,40,Soft Rock,2020,211.0,James Arthur - 40 - Say You Won't Let Go.mp3,0.04964690311774381,0.20484556,0.3359629,1274.1280383910196,1689.2126786167626,2710.210695060045,93.96306818181819
Hold Back The River,"James Bay, Eli Beaird, Ian Fitchuk",100 Greatest Modern Pop Songs,30,Pop,2020,240.0,"James Bay, Eli Beaird, Ian Fitchuk - 30 - Hold Back The River.mp3",0.06380668144107972,0.12876843,0.43543932,1734.029974143924,2099.6568945959257,3714.0108752176857,90.66611842105263
" It's A Man's, Man's, Man's World",James Brown ,The Ultimate Collection Soul 100 Hits CD01,3,Soul,2008,167.0,"James Brown  - 03 -  It's A Man's, Man's, Man's World.mp3",0.03982052640649187,0.11450809,0.40655002,914.119785856302,1144.404590170525,1857.7387665078368,161.4990234375
I Got You (I Feel Good),James Brown,20 All Time Greatest Hits!,1/20,Rhythm n Blues,1965,167.0,James Brown - 01 - I Got You (I Feel Good).mp3,0.06410798347402283,0.14513344,0.39309576,1453.5865983858564,1638.1902337083154,3086.88133405089,143.5546875
Try Me,James Brown,Live at The Apollo,3/11,Rhythm n Blues,1963,134.0,James Brown - 03 - Try Me.mp3,0.029546873488293345,0.046851873,0.46309218,1017.4896784034408,1689.2969869634803,2030.1564739215485,114.84375
Think (Original Mix),James Brown,"The Magic of Rhythm and Blues, Vol. 1",05,Rhythm n Blues,2021,171.0,James Brown - 05 - Think (Original Mix).mp3,0.09066961424269543,0.17285027,0.46570164,1551.7491502033881,1421.1516568567506,2930.776027998319,156.60511363636363
Papa's Got A Brand New Bag (Pt. 1),James Brown,20 All Time Greatest Hits!,7/20,Rhythm n Blues,1965,127.0,James Brown - 07 - Papa's Got A Brand New Bag (Pt. 1).mp3,0.060025052758562306,0.16368054,0.4416121,1272.6181634156158,1504.9113386341157,2357.5065778135886,129.19921875
Think,James Brown,20 All Time Greatest Hits!,8/20,Rhythm n Blues,1960,166.0,James Brown - 08 - Think.mp3,0.06693629214638158,0.14709626,0.4406492,1622.207030051873,1863.201276584757,3375.133757694587,156.60511363636363
"Please, Please, Please",James Brown,20 All Time Greatest Hits!,20/20,Rhythm n Blues,1956,165.0,"James Brown - 20 - Please, Please, Please.mp3",0.03589689177994389,0.1172689,0.35551783,1076.7685282204648,1558.5635020921152,2204.3054208666917,73.828125
Blame It,Jamie Foxx Ft. T-Pain,Unknown,65,Pop,2008,291.0,Jamie Foxx Ft. T-Pain - 65 - Blame It.mp3,0.07125089190692724,0.2483409,0.44205174,1973.153282030536,2167.1136371640423,4523.249731861032,178.20581896551724
Clouds (Original Mix),Jane Maximova,"Chill out Magnifique, Vol. 1",3,Electronic Chill,2019-10-25,349.0,Jane Maximova - 03 - Clouds (Original Mix).mp3,0.024899792745017416,0.15695992,0.4075452,824.8196888982714,1389.1151046451585,1487.6347544761634,123.046875
Marvin Gaye,"Jason Chen, Marié Digby",100 Greatest Modern Pop Songs,56,Soul,2020,185.0,"Jason Chen, Marié Digby - 56 - Marvin Gaye.mp3",0.07511349137722523,0.19186793,0.3505432,1713.096718706687,1929.7945230787248,3825.047703793174,109.95678191489361
Want to Want Me,Jason Derulo,100 Greatest Modern Pop Songs,38,Pop,2020,208.0,Jason Derulo - 38 - Want to Want Me.mp3,0.07347886407338429,0.2521007,0.43895593,1887.7173740458404,2013.8637395256708,4001.9091343363,114.84375
You Don't Know Me,"Jax Jones, Raye",100 Greatest Modern Pop Songs,49,Pop,2020,214.0,"Jax Jones, Raye - 49 - You Don't Know Me.mp3",0.06265589474893576,0.26068404,0.42716062,1517.6000116523767,1741.455379285578,3103.2333185060106,123.046875
Hallelujah,Jeff Buckley,100 Hits - The Best - Soft Rock Album - CD5,11/20,Soft Rock,2018,256.0,Jeff Buckley - 11 - Hallelujah.mp3,0.032053944496178405,0.11999607,0.34950754,771.005876681597,1130.6742413789038,1404.7706722105988,156.60511363636363
On The Wings Of Love,Jeffery Osborne ,The Ultimate Collection Soul 100 Hits CD02,5,Soul,2008,247.0,Jeffery Osborne  - 05 - On The Wings Of Love.mp3,0.03606903737543537,0.14917794,0.3922763,1149.337497707269,1638.7811401408258,2491.222435918755,135.99917763157896
Spotlight,Jennifer Hudson,Unknown,084,Pop,2009,250.0,Jennifer Hudson - 84 - Spotlight.mp3,0.07244079400880418,0.27762416,0.3817123,1903.8980919180103,2085.039959903219,4267.882526031589,109.95678191489361
Let's Get Serious,Jermaine Jackson ,The Ultimate Collection Soul 100 Hits CD05,13,Soul,2008,211.0,Jermaine Jackson  - 13 - Let's Get Serious.mp3,0.09195579316224846,0.14889902,0.44977474,1989.0502112501506,2069.447144868628,4201.643343237532,109.95678191489361
Don't Be so Hard on Yourself,Jess Glynne,100 Greatest Modern Pop Songs,45,Pop,2020,211.0,Jess Glynne - 45 - Don't Be so Hard on Yourself.mp3,0.0808807467528541,0.31183013,0.3895429,1957.692537269098,2160.45264715829,4381.611004997702,120.18531976744185
Leavin,Jesse McCartney,Unknown,047,Pop,Unknown,215.0,Jesse McCartney - 47 - Leavin.mp3,0.04633069112204915,0.2584475,0.47340286,1451.9877842529986,1753.0285494456127,3250.7574264479126,79.50721153846153
How Do You Sleep,Jesse McCartney ft. Ludacris,Unknown,053,Pop,2009,209.0,Jesse McCartney ft. Ludacris - 53 - How Do You Sleep.mp3,0.06465937847692531,0.24319945,0.4205476,1624.8026191777685,1901.4179968457133,3541.78274999093,105.46875
Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj",100 Greatest Modern Pop Songs,13,Pop,2020,199.0,"Jessie J, Ariana Grande, Nicki Minaj - 13 - Bang Bang.mp3",0.08261845355432469,0.2365776,0.38794863,1840.1397716606211,1915.4082606511965,3761.9397520649914,147.65625
Pop Champagne,Jim Jones & Ron Browz ft. Juelz Santana,Unknown,052,Pop,2009,217.0,Jim Jones & Ron Browz ft. Juelz Santana - 52 - Pop Champagne.mp3,0.04838103775638545,0.27528557,0.5072842,1375.521838281831,1596.6567473101986,2912.4573887686242,93.96306818181819
"Bleeding heart [rec. at Record Plant Studios, NY 02.05.68]",Jimi Hendrix,(1972) War Heroes,01,Rock,1972,197.0,"Jimi Hendrix - 01 - Bleeding heart [rec. at Record Plant Studios, NY 02.05.68].mp3",0.07674859108939629,0.1408341,0.41759676,1762.8098414041349,1961.8375003455408,3896.1097740905575,120.18531976744185
"Tax free [rec. at Record Plant Studios, NY 01.05.68]",Jimi Hendrix,(1972) War Heroes,03,Rock,1972,301.0,"Jimi Hendrix - 03 - Tax free [rec. at Record Plant Studios, NY 01.05.68].mp3",0.04422176585477941,0.14585657,0.4703008,1206.936743948943,1474.1987626334917,2524.4993180313345,97.50884433962264
Gone,Jimmie Lunceford,"Jimmie Lunceford (1940,41)",18/23,Swing,1941,190.0,Jimmie Lunceford - 18 - Gone.mp3,0.04196507126185178,0.07910418,0.3325888,888.6083452404173,1371.5718664466674,1454.4912048906733,97.50884433962264
Hi Spook,Jimmie Lunceford,"Jimmie Lunceford (1940,41)",19/23,Swing,1941,178.0,Jimmie Lunceford - 19 - Hi Spook.mp3,0.046674320941369966,0.0747157,0.364128,921.7757917438643,1236.5290504959032,1693.5189261894109,90.66611842105263
Honest I Do,Jimmy Reed,Blues Classics - 100 Greatest Hits,9,Blues,2001,168.0,Jimmy Reed - 09 - Honest I Do.mp3,0.040625793645994585,0.113814786,0.37753972,986.228401593009,1329.9648269053218,1959.7423163729925,112.34714673913044
"Hush, Hush",Jimmy Reed,Blues Classics - 100 Greatest Hits,13,Blues,Unknown,160.0,"Jimmy Reed - 13 - Hush, Hush.mp3",0.05096794577205882,0.08801822,0.43469846,1088.577056476547,1493.248037957324,2029.027314082757,92.28515625
 It's Wonderful,Jimmy Ruffin ,The Ultimate Collection Soul 100 Hits CD01,13,Soul,2008,165.0,Jimmy Ruffin  - 13 -  It's Wonderful.mp3,0.04603685314072175,0.16553462,0.42565504,1166.849158016057,1516.6173554625407,2487.5578747445215,105.46875
When the Lights Go Out (Original Mix),Jimmy Witherspoon,"The Magic of Rhythm and Blues, Vol. 1",30,Rhythm n Blues,2021,172.0,Jimmy Witherspoon - 30 - When the Lights Go Out (Original Mix).mp3,0.05905774946183243,0.13477716,0.38261986,1589.266529020304,2027.4226186508222,3321.948662630914,92.28515625
Silver Dagger,Joan Baez,The Greenwich Village Folk Scene CD3,1/20,Folk,2014,148.0,Joan Baez - 01 - Silver Dagger.mp3,0.034491476997871515,0.14865842,0.30293965,798.8637084438615,1117.7025507256424,1422.053901034612,97.50884433962264
Wildwood Flower,Joan Baez,The Greenwich Village Folk Scene CD2,3/20,Folk,2014,156.0,Joan Baez - 03 - Wildwood Flower.mp3,0.04043720824061533,0.10891358,0.34427512,926.5247683639216,1374.71212290739,1616.6298077940571,120.18531976744185
House Of The Rising Sun,Joan Baez,The Greenwich Village Folk Scene CD1,4,Folk,2014,177.0,Joan Baez - 04 - House Of The Rising Sun.mp3,0.03272863807323916,0.103346564,0.28154337,1055.721961283255,1784.7814322943539,1853.563791753338,126.04801829268293
Careless Love,Joan Baez & Bill Wood,The Greenwich Village Folk Scene CD3,17/20,Folk,2014,147.0,Joan Baez & Bill Wood - 17 - Careless Love.mp3,0.0422598540598394,0.1712225,0.36115724,1012.1703852952086,1364.6108514339426,2256.8780196340463,139.6748310810811
Joy Spring,Joe Pass,(1964) Joy Spring,01/5,Jazz,1964,527.0,Joe Pass - 01 - Joy Spring.mp3,0.04306077514270511,0.08559335,0.3647278,1471.625050537019,1885.9638242825129,3399.5752765667326,161.4990234375
Get Way Back (Original Mix),Joe Tex,"The Magic of Rhythm and Blues, Vol. 1",24,Rhythm n Blues,2021,145.0,Joe Tex - 24 - Get Way Back (Original Mix).mp3,0.059984236678840945,0.368022,0.37143442,1278.984298434302,1418.6118578527244,2543.4387868402914,123.046875
Blue Train,John Coltrane,(1957) Blue Train,01,Jazz,1957,642.0,John Coltrane - 01 - Blue Train.mp3,0.10902475646405767,0.18333222,0.33908832,2615.881086311306,2669.657360516501,5994.765833804482,147.65625
Giant Steps,John Coltrane,(1959) Giant Steps,01,Jazz,1959,288.0,John Coltrane - 01 - Giant Steps.mp3,0.04358902213743228,0.13234757,0.42345262,1310.5293860419401,1740.1130551571828,2875.247197106896,143.5546875
Say It (Over And Over Again),John Coltrane,(1962) Ballads,01,Jazz,1962,256.0,John Coltrane - 01 - Say It (Over And Over Again).mp3,0.03017158626402864,0.12893996,0.27520123,1017.7074672702204,1759.3919638413413,1907.357216471858,68.90625
After The Crescent,John Coltrane,(1965) Impulse,02,Jazz,1965,821.0,John Coltrane - 02 - After The Crescent.mp3,0.06344103739357586,0.10715383,0.39924464,1696.723832302441,2065.1153388335224,3786.343771163893,120.18531976744185
Boom Boom,John Lee Hooker,Blues Classics - 100 Greatest Hits,1,Blues,2001,151.0,John Lee Hooker - 01 - Boom Boom.mp3,0.03433501535893963,0.14582424,0.5140084,948.7377531626786,1205.222917678607,1970.588084123452,161.4990234375
I'm In The Mood,John Lee Hooker,The Healer,2,Blues,1989,268.0,John Lee Hooker - 02 - I'm In The Mood.mp3,0.03535107119533669,0.07784676,0.44561708,955.7441133360783,1349.876885747691,2026.1627480710622,75.99954044117646
Baby Lee,John Lee Hooker,The Healer,3,Blues,1989,223.0,John Lee Hooker - 03 - Baby Lee.mp3,0.01671390120089977,0.0667446,0.54803616,587.9964995628155,1066.0472786853052,1163.1013002188952,120.18531976744185
Dimples,John Lee Hooker,Blues Classics - 100 Greatest Hits,7,Blues,1998,136.0,John Lee Hooker - 07 - Dimples.mp3,0.029449651853957044,0.12972704,0.4307418,717.910206088694,999.8787153632068,1444.9808457318475,135.99917763157896
Hobo Blues,John Lee Hooker,Blues Classics - 100 Greatest Hits,7,Blues,2001,119.0,John Lee Hooker - 07 - Hobo Blues.mp3,0.02109274849434017,0.12467765,0.3963504,671.2719339553142,1151.576281330709,1275.8485351184572,92.28515625
Rockin' Chair,John Lee Hooker,The Healer,8,Blues,1989,246.0,John Lee Hooker - 08 - Rockin' Chair.mp3,0.031144463979053794,0.054957896,0.3961429,941.9473848514393,1407.838728080303,1900.5530909488075,114.84375
Leave My Wife Alone (Original Mix),John Lee Hooker,"The Magic of Rhythm and Blues, Vol. 1",09,Blues,2021,167.0,John Lee Hooker - 09 - Leave My Wife Alone (Original Mix).mp3,0.03256764131433824,0.18083967,0.38965228,817.7640985789318,1129.454942664383,1581.621686150046,198.76802884615384
Process,John Lee Hooker,Blues Classics - 100 Greatest Hits,16,Blues,2001,219.0,John Lee Hooker - 16 - Process.mp3,0.029444171917327785,0.09564633,0.47720653,794.7130811656677,1105.014767839805,1616.7298071893745,63.802083333333336
Green Light ,John Legend ft. Andre 3000,Unknown,34,Pop,2009,278.0,John Legend ft. Andre 3000 - 34 - Green Light .mp3,0.062370371154218264,0.25859421,0.43333068,1635.745584288368,1958.2889540289011,3698.321386756543,77.1338619402985
Blues For Madeleine,Johnny Hodges,(1965) Blue Pyramid (with Wild Bill Davis),01/15,Jazz,1965,292.0,Johnny Hodges - 01 - Blues For Madeleine.mp3,0.02743983785434404,0.05172817,0.3586957,841.7135233087267,1478.2928109182883,1471.3556862467951,59.40193965517241
Flamingo,Johnny Hodges,(1944-1950) Chronological,01/22,Swing,1944,280.0,Johnny Hodges - 01 - Flamingo.mp3,0.026649593199738777,0.08001065,0.25940445,513.1129958235592,695.0565117101401,845.9615512529025,93.96306818181819
Time on my Hands,Johnny Hodges,(1944-1950) Chronological,02/22,Swing,1944,262.0,Johnny Hodges - 02 - Time on my Hands.mp3,0.028669327774284055,0.086929545,0.26323256,541.0748508880321,698.4299927361242,899.5028941623935,95.703125
Night and Day,Johnny Hodges,(1944-1950) Chronological,03/22,Swing,1944,269.0,Johnny Hodges - 03 - Night and Day.mp3,0.027998602427196206,0.104674965,0.27542737,555.1296352086094,695.7535047986106,1017.6000967114334,151.99908088235293
Push,Johnny Lectro,Winter Collection 2017,06/19,Electronic,2017,363.0,Johnny Lectro - 06 - Push.mp3,0.061105545091186146,0.27954715,0.64275163,1783.559489999371,1992.2441637894613,3882.372357158838,123.046875
Fast Car,"Jonas Blue, Dakota",100 Greatest Modern Pop Songs,23,Pop,2020,212.0,"Jonas Blue, Dakota - 23 - Fast Car.mp3",0.04999289497871517,0.22692072,0.34826013,1441.7628578658762,1865.554433539232,3204.451456453778,151.99908088235293
Little Brown Dog,Judy Collins,The Greenwich Village Folk Scene CD2,6/20,Folk,2014,196.0,Judy Collins - 06 - Little Brown Dog.mp3,0.029810760781491873,0.17798577,0.30333596,864.3797121792995,1374.5798023953744,1497.232613105892,117.45383522727273
Golden Apples Of The Sun,Judy Collins,The Greenwich Village Folk Scene CD3,11/20,Folk,2014,233.0,Judy Collins - 11 - Golden Apples Of The Sun.mp3,0.025304457720588234,0.16885935,0.30644265,720.8300824496305,1286.1872342418972,1150.4847098430243,120.18531976744185
Fannerio,Judy Collins,The Greenwich Village Folk Scene CD1,13,Folk,2014,188.0,Judy Collins - 13 - Fannerio.mp3,0.04129359006143576,0.17887802,0.34650776,981.2606826212768,1362.128297135713,1814.4056952036572,161.4990234375
Sorry,Justin Bieber,100 Greatest Modern Pop Songs,01,Pop,2020,201.0,Justin Bieber - 01 - Sorry.mp3,0.0549181297467589,0.32813677,0.42316252,1603.9351940756558,1951.2471476039861,3708.317159646805,132.51201923076923
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,100 Greatest Modern Pop Songs,14,Pop,2020,236.0,Justin Timberlake - 14 - CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's TROLLS).mp3,0.07317964063709366,0.27610087,0.49176532,1848.9779245721488,2086.973429954069,3949.9386152615857,112.34714673913044
Drunken Dance,Kalletti Klub,Winter Collection 2017,03/19,Electronic,2017,377.0,Kalletti Klub - 03 - Drunken Dance.mp3,0.02381684388907701,0.33140364,0.6610639,795.4347412212934,1168.3230356607696,1643.829643320373,126.04801829268293
People of the South Wind,Kansas,(1979) Monolith,2/8,Rock,1979,221.0,Kansas - 02 - People of the South Wind.mp3,0.07355142599288893,0.1091931,0.42977473,1558.8257555107325,1696.250885402285,3300.8404569360123,135.99917763157896
Dust In The Wind,Kansas,100 Hits - The Best - Soft Rock Album - CD2,17/20,Soft Rock,2018,206.0,Kansas - 17 - Dust In The Wind.mp3,0.032174975510352165,0.18420789,0.38850793,850.2837059603256,1258.6508053581676,1613.2110784666456,126.04801829268293
"Brahms - Symphony No.1 in C minor - I. Un poco sostenuto, Allegro",Karajan,Brahms - Symphony No.1 in C minor,1,Classical,Unknown,795.0,"Karajan - 01 - Brahms - Symphony No.1 in C minor - I. Un poco sostenuto, Allegro.mp3",0.030495374933484906,0.05016915,0.35008177,585.5690638839169,941.1093430891674,971.6191247520801,161.4990234375
Brahms - Symphony No.1 in C minor - II. Andante sostenuto,Karajan,Brahms - Symphony No.1 in C minor,2,Classical,Unknown,537.0,Karajan - 02 - Brahms - Symphony No.1 in C minor - II. Andante sostenuto.mp3,0.037502040803986066,0.027281271,0.30864,665.3402326315029,944.6677683957155,1105.8453964375121,109.95678191489361
Schubert - Symphony no. 6 in C major - 1 Adagio - Allegro,Karl Bohm,Schubert Symphony no. 6 in C major,21/8,Classical,1973,482.0,Karl Bohm - 21 - Schubert - Symphony no. 6 in C major - 1 Adagio - Allegro.mp3,0.03853170200029025,0.032484237,0.2733593,651.0211453557307,978.6048033694169,1031.6875115267633,139.6748310810811
Schubert - Symphony no. 6 in C major - 2 Andante,Karl Bohm,Schubert Symphony no. 6 in C major,22/8,Classical,1973,361.0,Karl Bohm - 22 - Schubert - Symphony no. 6 in C major - 2 Andante.mp3,0.04690230520148026,0.012433708,0.22577006,843.5761343234353,1257.2843697129592,1281.3985015585695,107.666015625
"Schubert - Symphony no. 6 in C major - 3 Scherzo, Presto - Piщ lento",Karl Bohm,Schubert Symphony no. 6 in C major,23/8,Classical,1973,419.0,"Karl Bohm - 23 - Schubert - Symphony no. 6 in C major - 3 Scherzo, Presto - Piщ lento.mp3",0.042143547128966716,0.03400088,0.31612483,832.9561948808888,1221.265603019601,1359.6730282432154,107.666015625
Schubert - Symphony no. 6 in C major - 4 Allegro moderato,Karl Bohm,Schubert Symphony no. 6 in C major,24/8,Classical,1973,613.0,Karl Bohm - 24 - Schubert - Symphony no. 6 in C major - 4 Allegro moderato.mp3,0.04337917835719814,0.027156064,0.29487008,889.4616669917857,1348.3306675332788,1459.043260698348,117.45383522727273
"No.40 in G minor, KV.550 - 2. Andante",Karl Bohm - Berlin Philharmonic,Mozart - Symphony Nos.39-41 etc.,6/12,Classical,Unknown,485.0,"Karl Bohm - Berlin Philharmonic - 06 - No.40 in G minor, KV.550 - 2. Andante.mp3",0.032151544057178794,0.01956849,0.3080749,833.0987513603664,1378.0820553149597,1449.197486901062,93.96306818181819
How Bout Us,Katalyst feat. Steve Spacek ,The Ultimate Collection Soul 100 Hits CD04,19,Soul,2008,209.0,Katalyst feat. Steve Spacek  - 19 - How Bout Us.mp3,0.07809391553187887,0.13992582,0.40981302,1750.7869299430224,1835.2055279859514,3590.1157910609763,82.03125
Roar,Katy Perry,100 Greatest Modern Pop Songs,11,Pop,2020,224.0,Katy Perry - 11 - Roar.mp3,0.04635015434524961,0.28022385,0.4561695,1368.2054088420643,1700.910648552135,2838.528669138811,90.66611842105263
Hot N Cold  A Little Bit Longer,Katy Perry,Unknown,016,Pop,2009,220.0,Katy Perry - 16 - Hot N Cold  A Little Bit Longer.mp3,0.0907352790005805,0.2245667,0.49456134,2024.01098528236,1967.9274475101317,4301.273990784636,132.51201923076923
Thinking Of You,Katy Perry,Unknown,025,Pop,2008,247.0,Katy Perry - 25 - Thinking Of You.mp3,0.06037265080785604,0.26066774,0.40790442,1615.1488967733815,1891.3013417740535,3605.8781957478714,147.65625
All My Life,K-Ci & JoJo ,The Ultimate Collection Soul 100 Hits CD04,2,Soul,2008,219.0,K-Ci & JoJo  - 02 - All My Life.mp3,0.0684060489430147,0.17854124,0.45467544,1730.484244424447,2028.3537433192364,3948.201125767947,129.19921875
My Life Would Suck Without You ,Kelly Clarkson,Unknown,004,Pop,Unknown,211.0,Kelly Clarkson - 04 - My Life Would Suck Without You .mp3,0.06820640918271091,0.26007804,0.39865315,1744.8580213190312,1984.7187756328467,3790.5979121063515,143.5546875
This Time the Dream's on Me,Kenny Burrell,(1956) Introducing Kenny Burrell,02/9,Jazz,1956,300.0,Kenny Burrell - 02 - This Time the Dream's on Me.mp3,0.03461269697537732,0.13254273,0.34802997,1224.5847648439644,1808.7915613239466,2783.279003225982,132.51201923076923
Turning Me On,Keri Hilson ft.  Lil Wayne,Unknown,50,Pop,Unknown,254.0,Keri Hilson ft.  Lil Wayne - 50 - Turning Me On.mp3,0.0675405968822562,0.31327567,0.4787267,1809.8699399598174,1951.4368312747042,3835.8497218081825,166.70866935483872
Let It Rock,Kevin Rudolf ft.  Lil Wayne,Unknown,013,Pop,2009,232.0,Kevin Rudolf ft.  Lil Wayne - 13 - Let It Rock.mp3,0.08451677918803212,0.2195581,0.45223087,1889.4415871905953,1988.5845782027288,4139.331220030415,112.34714673913044
La Raza,Kid Frost,East vs. West: Rap Battle Royale,04/10,Hip Hop,1991,209.0,Kid Frost - 04 - La Raza.mp3,0.04913396215291215,0.088337906,0.5434655,1503.5587418154148,1978.4633106284741,3284.311390218351,107.666015625
Heroic Ones (feat. Ghostface Killah),Killah Priest,The Academy 3,02/34,Hip Hop,2021,194.0,Killah Priest - 02 - Heroic Ones (feat. Ghostface Killah).mp3,0.055138744436919504,0.22285825,0.46475518,1568.0920401648877,1798.2788479592998,3333.2631775469235,147.65625
Act A Fool,King Tee,East vs. West: Rap Battle Royale,08/10,Hip Hop,1991,260.0,King Tee - 08 - Act A Fool.mp3,0.0985290716307082,0.052569848,0.44983962,1905.821091034383,1761.8845836009014,3663.382014696812,97.50884433962264
"Shostakovich -  Symphony No. 4 in C minor, Op. 43 I. Allegro poco moderato",Kondrashin,Shostakovich -  Symphony No. 4 in C minor  Op 43,01/3,Classical,1962,1535.0,"Kondrashin - 01 - Shostakovich -  Symphony No. 4 in C minor, Op. 43 I. Allegro poco moderato.mp3",0.05235040150928793,0.07177785,0.33223698,1152.8498626232747,1406.9148974750249,2361.231555289159,166.70866935483872
"Shostakovich -  Symphony No. 4 in C minor, Op. 43 II. Moderato con moto",Kondrashin,Shostakovich -  Symphony No. 4 in C minor  Op 43,02/3,Classical,1962,501.0,"Kondrashin - 02 - Shostakovich -  Symphony No. 4 in C minor, Op. 43 II. Moderato con moto.mp3",0.034756498071062306,0.023003973,0.3373779,711.2435670049988,1093.3168580652296,1175.6574742934283,147.65625
"Shostakovich -  Symphony No. 4 in C minor, Op. 43 III. Largo. Allegro",Kondrashin,Shostakovich -  Symphony No. 4 in C minor  Op 43,03/3,Classical,1962,1556.0,"Kondrashin - 03 - Shostakovich -  Symphony No. 4 in C minor, Op. 43 III. Largo. Allegro.mp3",0.026897985499709752,0.009036817,0.29362884,704.0773462688704,1397.408126850646,1002.9106022034637,89.10290948275862
Hard Reset,Konnekt (UK),Various Artists #2,10,Electronic,2021,465.0,Konnekt (UK) - 10 - Hard Reset.mp3,0.02447339698626161,0.20237553,0.65763736,983.430330635037,1360.8598027720827,2007.3461951855165,120.18531976744185
Too Hot,Kool & The Gang ,The Ultimate Collection Soul 100 Hits CD05,6,Soul,2008,223.0,Kool & The Gang  - 06 - Too Hot.mp3,0.06583794277887964,0.13145454,0.49551266,1806.6243301214213,2026.4914926383606,3986.0008971979005,105.46875
Notorious,Kool Rock Jay And D.J. Slice,East vs. West: Rap Battle Royale,09/10,Hip Hop,1991,222.0,Kool Rock Jay And D.J. Slice - 09 - Notorious.mp3,0.04929930506845008,0.08327151,0.5695767,1369.06032502884,1595.7793618257017,2851.593173472874,99.38401442307692
DJ unknown face - Dat's cool,Kruder & Dorfmeister,Conversions - A K&D Selection,1/10,Electronic Chill,1996,375.0,Kruder & Dorfmeister - 01 - DJ unknown face - Dat's cool.mp3,0.03849220866389319,0.14973046,0.532465,1194.5041423723776,1771.632013108883,2444.356052646696,107.666015625
Herbalizer - A Mother,Kruder & Dorfmeister,DJ-Kicks - Kruder & Dorfmeister,01,Electronic Chill,1996,316.0,Kruder & Dorfmeister - 01 - Herbalizer - A Mother.mp3,0.01711856617647059,0.111377954,0.6230375,897.677681991815,1560.513890528912,1955.1256776225086,166.70866935483872
Dead Calm - Searchin',Kruder & Dorfmeister,Conversions - A K&D Selection,2/10,Electronic Chill,1996,464.0,Kruder & Dorfmeister - 02 - Dead Calm - Searchin'.mp3,0.14425999313685178,0.108787276,0.56465954,2615.961775736866,2222.75048935309,4951.147144423919,107.666015625
Small World - Livin' Free,Kruder & Dorfmeister,DJ-Kicks - Kruder & Dorfmeister,02,Electronic Chill,1996,309.0,Kruder & Dorfmeister - 02 - Small World - Livin' Free.mp3,0.05561549892366486,0.12728514,0.54372424,1770.1756409315635,2234.9080154827943,4134.714581279932,166.70866935483872
